"","album_uri","album_name","album_img","album_release_date","album_release_year","album_popularity","track_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity"
"91","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Lullaby","4d4oXk7O2lEhZ83ivV93li",0.718,0.557,"A",-10.679,"major",0.0328,0.185,0.707,0.055,0.586,94.095,249880,4,"A major",50
"92","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Fascination Street","23j7dlNIalftynH6fNllR9",0.508,0.91,"C",-5.743,"minor",0.0786,0.00134,0.465,0.15,0.491,100.058,316173,4,"C minor",49
"93","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Prayers For Rain","4Qq0UKztCAIfu0Tfgmb1d2",0.563,0.683,"G",-7.662,"major",0.027,0.00472,0.0851,0.0839,0.108,116.964,368307,4,"G major",35
"94","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"The Same Deep Water As You","3gXwy8PyIFiNOUnq5Lvkh6",0.325,0.805,"A",-8.43,"minor",0.0768,0.529,0.277,0.926,0.174,199.891,562907,4,"A minor",32
"95","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Disintegration","0zY8t5dC1KQXcPUKByWMJM",0.593,0.943,"D",-5.948,"major",0.0568,0.308,0.0284,0.366,0.125,122.02,499973,4,"D major",40
"96","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Homesick","2o0mBeqnGQkfhdYBl9ld3c",0.491,0.696,"A",-8.706,"minor",0.0258,0.118,0.695,0.121,0.528,156.014,427280,4,"A minor",30
"97","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Untitled","41rrri7GpGTmJwYqYDZEMf",0.665,0.689,"G",-9.057,"major",0.0316,0.571,0.0909,0.0868,0.182,95.048,393093,4,"G major",27
"98","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Prayers For Rain [RS Home Demo (instrumental)-04/88]","0tQtjJp0Hmjd4q6IQdSiY5",0.444,0.57,"G",-11.623,"major",0.0288,0.101,0.858,0.104,0.296,204.468,181320,4,"G major",22
"99","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Pictures Of You [RS Home Demo (instrumental)-04/88]","2Ca5BoW6FGOUwVHTjzPuBL",0.449,0.608,"A",-11.355,"major",0.0263,0.45,0.931,0.107,0.82,81.81,209627,4,"A major",23
"100","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Fascination Street [RS Home Demo (instrumental)-04/88]","5603kdZnIBnECCHhm6c5oS",0.516,0.881,"G#",-9.463,"major",0.0589,0.0787,0.747,0.168,0.688,89.472,161187,4,"G# major",21
"101","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Homesick [Band Rehearsal (instrumental)-06/88]","4jGfTZjIocJD2UX9z2hZpr",0.25,0.617,"F#",-10.22,"major",0.0336,0.677,0.351,0.281,0.599,170.684,194387,4,"F# major",20
"102","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Fear Of Ghosts [Band Rehearsal (instrumental)-06/88]","5ifAUIQL8VfKL0k3QKlLIG",0.655,0.449,"A",-12.043,"minor",0.0294,0.636,0.874,0.196,0.683,97.374,179133,4,"A minor",20
"103","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"No Heart [Band Rehearsal (instrumental)-06/88]","1rcOtF4P8Xu1V34hYOzuNR",0.564,0.621,"D",-9.709,"major",0.0411,0.289,0.0302,0.185,0.534,110.138,161720,4,"D major",19
"104","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Esten [Band Demo (instrumental)-09/88]","0XLV0HCYnFjStvzbyX6Hmh",0.22,0.963,"B",-6.204,"minor",0.108,0.151,0.88,0.156,0.54,166.65,194933,4,"B minor",20
"105","6vQB3ZBxnQPP3jQcGV2qzg","Disintegration (Deluxe Edition [Remastered])","https://i.scdn.co/image/c1b4e971c42c8cecc91037fa1df994f7050a45fc","1989-05-02","1989-05-02",52,"Closedown [Band Demo (instrumental)-09/88]","7aLa75Cxyv08IQKusPNKvF",0.335,0.686,"A",-8.092,"major",0.032,0.0363,0.755,0.117,0.395,94.761,170187,4,"A major",19
"106","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Lullaby - Extended Mix","3oHh50CILa1PKDBSvfVuDd",0.68,0.693,"A",-7.697,"major",0.0418,0.0251,0.466,0.0389,0.756,94.016,465053,4,"A major",31
"107","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Close To Me - Closer Mix","1NhSbkW7HBh7YLNW5Rq1EQ",0.725,0.599,"B",-10.873,"major",0.0604,0.0121,0.292,0.0602,0.707,92.6,345933,4,"B major",28
"108","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Fascination Street - Extended Mix","5U8675mwJl78KYsVz2uqWL",0.581,0.919,"C",-6.497,"minor",0.0408,0.000183,0.588,0.0596,0.575,99.996,528360,4,"C minor",29
"109","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"The Walk - Everything Mix","1LCskTchpWEkll5eLo8BKA",0.555,0.808,"D",-10.18,"major",0.0289,0.000121,0.485,0.259,0.326,128.946,327560,4,"D major",25
"110","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Lovesong - Extended Mix","3plaBXE2lJR4xYzsPCTpkr",0.585,0.782,"A",-7.882,"minor",0.0271,0.452,0.331,0.0992,0.789,140.022,380107,4,"A minor",33
"111","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"A Forest - Tree Mix","0frM8UsUHEbkd1WzuvghDP",0.605,0.878,"C",-8.722,"major",0.0309,0.0351,0.873,0.116,0.864,163.311,414840,4,"C major",27
"112","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Pictures Of You - Extended Dub Mix","2weWzEo6itvMYZL0rXkcXh",0.632,0.627,"G",-6.556,"major",0.0652,0.000706,0.0229,0.0543,0.483,174.041,402920,4,"G major",26
"113","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Hot Hot Hot!!! - Extended Mix","0edR81y4gG1Hqlr64arKCo",0.772,0.883,"E",-7.727,"minor",0.038,0.0157,0.0225,0.311,0.507,111.726,417533,4,"E minor",24
"114","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"The Caterpillar - Flicker Mix","7hR6EwyiqriDWpFwUzWROP",0.762,0.399,"B",-11.978,"minor",0.0452,0.0295,0.0388,0.0809,0.503,123.785,327587,4,"B minor",23
"115","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Inbetween Days - Shiver Mix","1BM2MUABrq6U5VUriGdUVi",0.63,0.821,"F#",-9.712,"minor",0.0401,0.0147,0.816,0.13,0.711,128.125,381533,4,"F# minor",22
"116","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Never Enough - Big Mix","5jMYKznEfVbn7aFydJ112T",0.55,0.962,"D",-6.528,"major",0.0681,0.00808,0.0924,0.354,0.661,100.459,369293,4,"D major",21
"117","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Let's Go To Bed - Extended Mix 1982","7JOcn0js99fiq74G1aQDrO",0.828,0.84,"C",-7.274,"minor",0.0636,0.193,0.221,0.0551,0.652,127.543,464707,4,"C minor",23
"118","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Just One Kiss - Extended Mix 1982","5eF8CXZFxAo4RL5qkxlLrh",0.623,0.872,"A",-7.827,"minor",0.0335,0.248,0.933,0.81,0.696,130.573,436653,4,"A minor",22
"119","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Close To Me - Extended Mix 1985","4SK2dabeBSsKhy6xUulCNt",0.629,0.602,"B",-9.04,"major",0.134,0.374,0.546,0.6,0.948,184.653,392627,4,"B major",24
"120","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Boys Don't Cry - New Voice Club Mix 1986","64Mmx9sxf5zp2GfLrDnXWI",0.499,0.923,"A",-6.366,"major",0.112,0.244,6.61e-06,0.113,0.741,169.12,330373,4,"A major",25
"121","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Why Can't I Be You? - Extended Mix 1987","0xMlMIWhdbGg45wG2quUHp",0.649,0.885,"A",-7.528,"minor",0.0296,0.0147,0.0145,0.32,0.71,107.087,487773,4,"A minor",22
"122","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"A Japanese Dream - 12"" Remix 1987","4VdRdmqgCeipNfLKflxvZo",0.484,0.944,"B",-7.264,"minor",0.0304,0.000748,0.0744,0.522,0.673,113.305,348547,4,"B minor",21
"123","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Pictures Of You - Extended Version 1990","0JSJUPxkWhyW4xkmyG8Rj8",0.511,0.671,"A",-8.981,"major",0.0307,0.00157,0.0176,0.0986,0.546,172.566,487253,4,"A major",28
"124","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Let's Go To Bed - Milk Mix 1990","0bWUFaTObu3E4GbBY2OPVQ",0.665,0.794,"C#",-11.838,"major",0.0389,0.0663,0.754,0.135,0.645,126.11,434227,4,"C# major",21
"125","3huHRCpnBNMIrU4e10HDtr","Mixed Up (Remastered 2018 / Deluxe Edition)","https://i.scdn.co/image/e2d8284b3b074376d56b8d475ec5ddadaddc0bb1","1990-11-20","1990-11-20",37,"Just Like Heaven - Dizzy Mix 1990","2zGg4XKpfqM6jm0o9SSaZE",0.568,0.624,"D",-11.211,"major",0.0436,0.00013,0.0092,0.077,0.745,151.822,223307,4,"D major",22
"126","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"Open","7xGxYR5TH0yaftnppHmOPy",0.482,0.787,"G",-11.485,"minor",0.0481,0.0232,0.399,0.0831,0.39,112.108,410933,4,"G minor",36
"127","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"High","2iVtt0mYIL26IGAgRkhHT5",0.618,0.717,"A",-12.107,"major",0.03,0.0164,0.000339,0.0594,0.761,114.802,213333,4,"A major",40
"128","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"Apart","27fug0loVTSPGMX59ecZtS",0.546,0.433,"A",-15.933,"minor",0.0282,0.422,0.352,0.325,0.511,82.102,395360,4,"A minor",30
"129","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"From The Edge Of The Deep Green Sea","2vwBL9RVyr0vA4Og5VH0i3",0.467,0.678,"E",-10.581,"minor",0.0313,0.0135,0.000569,0.174,0.345,111.106,460067,4,"E minor",37
"130","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"Wendy Time","2A2ep0i1wPwhdz6LtKbWLd",0.568,0.589,"A",-12.683,"minor",0.0288,0.497,0.00355,0.234,0.656,108.219,311267,4,"A minor",27
"131","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"Doing The Unstuck","4RzI4cQpnS5rQH8ZeFRlgr",0.553,0.784,"F#",-12.679,"minor",0.0424,0.212,0.0654,0.0897,0.53,128.195,262027,4,"F# minor",30
"132","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"Friday I'm In Love","263aNAQCeFSWipk896byo6",0.526,0.762,"C",-12.437,"minor",0.0342,0.000972,0.000116,0.338,0.505,136.203,214400,4,"C minor",62
"133","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"Trust","0L61rHjQNoXYZJeYW8AXbE",0.387,0.367,"F",-16.847,"major",0.0304,0.269,0.556,0.149,0.274,150.197,330000,4,"F major",30
"134","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"A Letter To Elise","4DdXOLc1VMAY34ourCn1Xa",0.528,0.592,"A",-13.59,"major",0.0321,0.16,0.000916,0.223,0.728,150.187,311867,4,"A major",45
"135","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"Cut","0QVOp4pk3QuADsg1Atroe2",0.427,0.866,"E",-10.822,"minor",0.051,0.0402,0,0.482,0.498,134.134,350240,4,"E minor",28
"136","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"To Wish Impossible Things","1lGA1yVlhvrbyPvQ9tiWPh",0.443,0.297,"A",-19.624,"major",0.0284,0.608,0.437,0.0918,0.506,157.974,281427,4,"A major",41
"137","3x1CmNdXWU0DzpTZXFFRZu","Wish","https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b","1992-04-21","1992-04-21",52,"End","2DEk9xGgueXdKPTb6P3eH6",0.258,0.751,"F",-10.147,"major",0.0412,0.00422,0.115,0.699,0.236,172.289,406827,4,"F major",26
"138","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"The Figurehead - Live Paris Version","2XKVBTqwS7HDcmwJdd6GJO",0.582,0.395,"A#",-17.46,"minor",0.0286,0.000877,0.551,0.976,0.335,105.38,446933,4,"A# minor",15
"139","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"One Hundred Years - Live Paris Version","3ATk6Bf8FiFBZaHRPlYwtw",0.273,0.745,"C",-12.441,"minor",0.053,0.0704,0.00176,0.987,0.226,135.145,435867,4,"C minor",15
"140","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"At Night - Live Paris Version","1F55ZsGVlHrS28y81MlM9S",0.473,0.501,"G",-14.677,"major",0.0272,0.0428,0.32,0.991,0.19,105.028,399467,4,"G major",15
"141","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"Play For Today - Live Paris Version","4e18DvJzuOwm94cFDrd8KE",0.452,0.845,"B",-13.367,"minor",0.0424,0.00165,0.0549,0.967,0.423,156.296,230400,4,"B minor",16
"142","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"Apart - Live Paris Version","2iBxkkesvbAjeyUn2rLOoF",0.23,0.472,"G",-15.354,"major",0.0337,0.469,0.734,0.951,0.259,163.445,397373,4,"G major",15
"143","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"In Your House - Live Paris Version","17Y1JAJx3ZHQ2lYGy5cEdd",0.454,0.61,"G",-15.174,"major",0.0317,0.0249,0.46,0.993,0.517,105.907,239093,4,"G major",14
"144","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"Love Song","54iZYMQTJOVLdniRABTiGp",0.534,0.516,"A",-15.94,"minor",0.0297,0.0587,0.633,0.972,0.638,139.243,211933,4,"A minor",18
"145","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"Catch - Live Paris Version","6DTO09zQq4aSdrC2R43RAu",0.532,0.506,"A",-14.75,"major",0.0303,0.00316,1.22e-05,0.981,0.56,105.955,161400,4,"A major",14
"146","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"A Letter To Elise - Live Paris Version","0Hr84VE8SOrYlRo42GCUSz",0.418,0.663,"F#",-13.274,"minor",0.0364,0.0033,0.00353,0.972,0.436,77.301,290733,4,"F# minor",17
"147","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"Dressing Up - Live Paris Version","7r0Dj50n79c6MPVCFEuw05",0.463,0.585,"E",-12.244,"minor",0.0303,0.0365,0.00271,0.983,0.492,167.343,169333,4,"E minor",13
"148","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"Charlotte Sometimes - Live Paris Version","57bxyOifZI2Y8TNJpVQh80",0.399,0.731,"A",-11.744,"minor",0.0509,0.0799,0.00448,1,0.354,137.085,238133,4,"A minor",17
"149","2kvp7gVn5GL2r6B6w6piuc","Paris","https://i.scdn.co/image/a2e132ff50489a2ee4ecafaac56517a5b371e8b0","1993-10-25","1993-10-25",21,"Close To Me - Live Paris Version","6uHg9nvtdKt0hdD3yJntBC",0.539,0.629,"B",-15.009,"major",0.0362,0.0395,0.454,0.992,0.881,171.044,237333,4,"B major",16
"150","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"Tape - Live At The Palace, Auburn Hills, Michigan","03WMR8fZsEoR39oUBVnf7e",0.519,0.284,"D",-24.265,"minor",0.0409,0.747,0.903,0.392,0.594,112.136,147867,4,"D minor",22
"151","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"Open - Live At The Palace, Auburn Hills, Michigan","4nQCkbqKcWv2xT6uKqKMwn",0.223,0.899,"F",-12.545,"major",0.0924,0.371,0.184,0.717,0.217,119.192,439200,4,"F major",23
"152","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"High - Live At The Palace, Auburn Hills, Michigan","2uJOLsRLR8uUe3dRFCd79Z",0.519,0.735,"C#",-12.95,"minor",0.0373,0.162,0.00015,0.958,0.304,117.138,211427,4,"C# minor",23
"153","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"Pictures Of You - Live At The Palace, Auburn Hills, Michigan","5MHqVqiJAgDPBa7cexg1Fz",0.306,0.637,"A",-11.918,"major",0.0359,0.268,0.0104,0.974,0.324,168.766,458600,4,"A major",28
"154","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"Lullaby - Live At The Palace, Auburn Hills, Michigan","5TCGOXjKUxdSvACPCut8Bm",0.556,0.637,"A",-13.408,"major",0.0405,0.709,0.025,0.893,0.53,102.372,265600,4,"A major",26
"155","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"Just Like Heaven - Live At The Palace, Auburn Hills, Michigan","247pOm1QiZHxPfyxkUWzxI",0.491,0.859,"A",-11.282,"major",0.0488,0.141,0.0331,0.984,0.31,150.777,217533,4,"A major",26
"156","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"Fascination Street - Live At The Palace, Auburn Hills, Michigan","514cPCIZQkXhuXehUQobw9",0.478,0.832,"C",-11.938,"minor",0.0432,0.0134,0.325,0.874,0.36,106.279,295729,4,"C minor",22
"157","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"A Night Like This - Live At The Palace, Auburn Hills, Michigan","0rX0rMgMwpza2YLmuj8JGV",0.453,0.727,"F#",-12.718,"minor",0.033,0.0869,0.0517,0.974,0.47,114.316,286173,4,"F# minor",24
"158","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"Trust - Live At The Palace, Auburn Hills, Michigan","30roO8o367qqEkuKCCIDBr",0.331,0.4,"F",-14.824,"major",0.0264,0.212,0.896,0.927,0.263,80.211,315360,4,"F major",23
"159","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"Doing The Unstuck - Live At The Palace, Auburn Hills, Michigan","3GnS8rHJuHwyQ0MCTzRYyQ",0.331,0.743,"D",-13.099,"major",0.0632,0.0349,0,0.902,0.379,146.848,262467,4,"D major",22
"160","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"The Walk - Live At The Palace, Auburn Hills, Michigan","0e6ts1NeSgzK7ZaHD2Qt8u",0.483,0.704,"E",-13.786,"minor",0.0691,0.441,0.00215,0.979,0.326,132.099,212933,4,"E minor",20
"161","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"Let's Go To Bed - Live At The Palace, Auburn Hills, Michigan","1s56xPWwJ027PwglKuxCjl",0.519,0.835,"F",-12.479,"minor",0.0752,0.127,0,0.974,0.475,134.262,221933,4,"F minor",20
"162","0oi8Xnmhy3lMsSlpeoXvmP","Show","https://i.scdn.co/image/7d4819d557b6f4ef5455a8de7811992a3222375c","1993-10-26","1993-10-26",34,"Friday I'm In Love - Live At The Palace, Auburn Hills, Michigan","6TaVUwd1GxmOcR337FZM75",0.426,0.813,"D",-13.972,"major",0.0583,0.0805,0.00352,0.979,0.333,143.554,225267,4,"D major",25
