dex,pokemon,fastmove,chargemove,WeaveDPS,WeaveDPS Percentile,TDO,TDO Percentile,~TDO per CP,~SurvivalTime
85,dodrio,feint attack,drill peck,11.99,65.02,158,21.7,0.05,10.03958
139,omastar,rock throw,rock blast,11.99,65.02,276,37.91,0.06,17.48846
342,crawdaunt,snarl,bubble beam,11.95,64.8,176,24.18,0.05,11.21478
64,kadabra,psycho cut,shadow ball,11.93,64.7,106,14.56,0.04,6.732636
82,magneton,charge beam,magnet bomb,11.93,64.7,165,22.66,0.05,10.5287
93,haunter,shadow claw,dark pulse,11.93,64.7,97,13.32,0.04,6.174724
232,donphan,counter,play rough,11.93,64.7,327,44.92,0.07,20.84252
342,crawdaunt,snarl,night slash,11.93,64.7,176,24.18,0.05,11.21478
59,arcanine,snarl,fire blast,11.91,64.59,258,35.44,0.06,16.45462
282,gardevoir,charge beam,shadow ball,11.91,64.59,259,35.58,0.06,16.53944
330,flygon,dragon tail,stone edge,11.9,64.53,234,32.14,0.06,14.92225
6,charizard,wing attack,dragon claw,11.89,64.48,238,32.69,0.06,15.22005
68,machamp,bullet punch,heavy slam,11.89,64.48,252,34.62,0.05,16.08896
68,machamp,bullet punch,submission,11.89,64.48,252,34.62,0.05,16.08896
85,dodrio,steel wing,brave bird,11.89,64.48,157,21.57,0.05,10.03958
130,gyarados,dragon tail,dragon pulse,11.88,64.43,317,43.54,0.06,20.28273
350,milotic,dragon tail,surf,11.88,64.43,385,52.88,0.08,24.60843
34,nidoking,poison jab,earthquake,11.87,64.37,221,30.36,0.06,14.18151
59,arcanine,bite,fire blast,11.87,64.37,257,35.3,0.06,16.45462
99,kingler,bubble,water pulse,11.86,64.32,208,28.57,0.05,13.32202
230,kingdra,waterfall,hydro pump,11.86,64.32,251,34.48,0.07,16.07389
332,cacturne,sucker punch,dynamic punch,11.86,64.32,146,20.05,0.04,9.36104
157,typhlosion,ember,solar beam,11.85,64.26,237,32.55,0.06,15.22005
123,scyther,air slash,aerial ace,11.82,64.1,208,28.57,0.05,13.35218
126,magmar,ember,flamethrower,11.82,64.1,193,26.51,0.05,12.4173
230,kingdra,waterfall,outrage,11.81,64.05,250,34.34,0.07,16.07389
297,hariyama,bullet punch,close combat,11.81,64.05,283,38.87,0.06,18.21506
330,flygon,mud shot,dragon claw,11.81,64.05,232,31.87,0.06,14.92225
127,pinsir,bug bite,close combat,11.8,63.99,222,30.49,0.05,14.31722
332,cacturne,sucker punch,dark pulse,11.8,63.99,145,19.92,0.04,9.36104
136,flareon,ember,heat wave,11.79,63.94,229,31.46,0.05,14.7922
319,sharpedo,waterfall,poison fang,11.78,63.88,109,14.97,0.03,7.038922
34,nidoking,poison jab,sludge wave,11.77,63.83,220,30.22,0.06,14.18151
107,hitmonchan,counter,close combat,11.77,63.83,188,25.82,0.06,12.14023
67,machoke,karate chop,dynamic punch,11.76,63.77,183,25.14,0.06,11.80662
134,vaporeon,water gun,aqua tail,11.75,63.72,381,52.34,0.08,24.66026
323,camerupt,ember,overheat,11.75,63.72,172,23.63,0.05,11.10263
321,wailord,water gun,surf,11.74,63.67,260,35.71,0.07,16.84761
332,cacturne,poison jab,dynamic punch,11.74,63.67,145,19.92,0.04,9.36104
76,golem,rock throw,ancient power,11.73,63.61,307,42.17,0.07,19.92366
85,dodrio,steel wing,aerial ace,11.73,63.61,155,21.29,0.05,10.03958
249,lugia,dragon tail,sky attack,11.73,63.61,554,76.1,0.1,35.88823
3,venusaur,razor leaf,petal blizzard,11.72,63.56,268,36.81,0.07,17.38196
144,articuno,frost breath,blizzard,11.72,63.56,371,50.96,0.08,24.04203
139,omastar,water gun,rock slide,11.7,63.45,269,36.95,0.06,17.48846
332,cacturne,poison jab,dark pulse,11.7,63.45,144,19.78,0.04,9.36104
380,latias,zen headbutt,thunder,11.7,63.45,356,48.9,0.07,23.12129
103,exeggutor,bullet seed,psychic,11.69,63.39,254,34.89,0.05,16.53379
249,lugia,dragon tail,futuresight,11.69,63.39,552,75.82,0.1,35.88823
45,vileplume,acid,petal blizzard,11.68,63.34,218,29.95,0.06,14.21921
315,roselia,poison jab,sludge bomb,11.68,63.34,134,18.41,0.05,8.70229
125,electabuzz,thunder shock,thunderbolt,11.67,63.29,195,26.79,0.06,12.68872
230,kingdra,water gun,outrage,11.67,63.29,247,33.93,0.06,16.07389
106,hitmonlee,low kick,close combat,11.66,63.23,185,25.41,0.05,12.08651
359,absol,psycho cut,dark pulse,11.66,63.23,139,19.09,0.04,9.092451
57,primeape,karate chop,close combat,11.65,63.18,164,22.53,0.05,10.72095
57,primeape,karate chop,cross chop,11.65,63.18,164,22.53,0.05,10.72095
82,magneton,charge beam,zap cannon,11.65,63.18,161,22.12,0.05,10.5287
106,hitmonlee,rock smash,brick break,11.65,63.18,185,25.41,0.05,12.08651
123,scyther,air slash,bug buzz,11.65,63.18,205,28.16,0.05,13.35218
135,jolteon,thunder shock,thunder,11.65,63.18,224,30.77,0.05,14.58863
232,donphan,counter,heavy slam,11.65,63.18,319,43.82,0.07,20.84252
121,starmie,water gun,hydro pump,11.64,63.12,191,26.24,0.05,12.50212
315,roselia,razor leaf,sludge bomb,11.64,63.12,133,18.27,0.05,8.70229
123,scyther,steel wing,aerial ace,11.63,63.07,204,28.02,0.05,13.35218
348,armaldo,fury cutter,rock blast,11.63,63.07,233,32.01,0.05,15.22382
306,aggron,dragon tail,heavy slam,11.62,63.02,364,50,0.08,23.80172
68,machamp,bullet punch,close combat,11.6,62.91,245,33.65,0.05,16.08896
130,gyarados,dragon tail,crunch,11.59,62.85,309,42.45,0.06,20.28273
3,venusaur,vine whip,petal blizzard,11.56,62.69,264,36.26,0.06,17.38196
112,rhydon,rock smash,stone edge,11.56,62.69,353,48.49,0.07,23.22119
114,tangela,vine whip,solar beam,11.56,62.69,226,31.04,0.06,14.86005
178,xatu,air slash,futuresight,11.56,62.69,165,22.66,0.05,10.85666
6,charizard,ember,dragon claw,11.55,62.64,231,31.73,0.05,15.22005
78,rapidash,fire spin,heat wave,11.54,62.58,186,25.55,0.05,12.28159
99,kingler,metal claw,x scissor,11.54,62.58,202,27.75,0.05,13.32202
126,magmar,karate chop,flamethrower,11.52,62.47,188,25.82,0.05,12.4173
151,mew,pound,hyper beam,11.5,62.36,342,46.98,0.07,22.58788
62,poliwrath,rock smash,dynamic punch,11.49,62.31,278,38.19,0.07,18.37433
365,walrein,frost breath,blizzard,11.49,62.31,317,43.54,0.08,20.94996
221,piloswine,ice shard,avalanche,11.48,62.26,245,33.65,0.07,16.23504
306,aggron,iron tail,stone edge,11.48,62.26,359,49.31,0.08,23.80172
106,hitmonlee,low kick,brick break,11.47,62.2,182,25,0.05,12.08651
215,sneasel,feint attack,avalanche,11.47,62.2,151,20.74,0.05,9.991518
70,weepinbell,razor leaf,power whip,11.46,62.15,111,15.25,0.05,7.396098
169,crobat,bite,sludge bomb,11.45,62.09,251,34.48,0.06,16.64688
233,porygon2,hidden power,hyper beam,11.45,62.09,257,35.3,0.06,17.08039
123,scyther,steel wing,bug buzz,11.44,62.04,201,27.61,0.05,13.35218
142,aerodactyl,steel wing,ancient power,11.44,62.04,220,30.22,0.05,14.59429
94,gengar,hex,dark pulse,11.43,61.98,161,22.12,0.04,10.73414
160,feraligatr,waterfall,ice beam,11.43,61.98,275,37.77,0.06,18.29422
169,crobat,air slash,shadow ball,11.43,61.98,250,34.34,0.06,16.64688
59,arcanine,fire fang,crunch,11.42,61.93,247,33.93,0.05,16.45462
232,donphan,counter,earthquake,11.42,61.93,313,42.99,0.07,20.84252
123,scyther,fury cutter,bug buzz,11.41,61.88,200,27.47,0.05,13.35218
142,aerodactyl,steel wing,iron head,11.41,61.88,219,30.08,0.05,14.59429
230,kingdra,dragon breath,hydro pump,11.41,61.88,241,33.1,0.06,16.07389
365,walrein,waterfall,blizzard,11.4,61.82,314,43.13,0.08,20.94996
275,shiftry,razor leaf,hurricane,11.39,61.77,185,25.41,0.05,12.34097
59,arcanine,fire fang,bulldoze,11.38,61.71,246,33.79,0.05,16.45462
91,cloyster,frost breath,avalanche,11.38,61.71,271,37.23,0.07,18.10291
337,lunatone,rock throw,rock slide,11.38,61.71,242,33.24,0.07,16.18038
338,solrock,rock throw,rock slide,11.38,61.71,242,33.24,0.07,16.18038
67,machoke,low kick,dynamic punch,11.37,61.66,177,24.31,0.06,11.80662
127,pinsir,bug bite,submission,11.37,61.66,214,29.4,0.05,14.31722
139,omastar,rock throw,ancient power,11.37,61.66,262,35.99,0.06,17.48846
106,hitmonlee,rock smash,stomp,11.36,61.61,181,24.86,0.05,12.08651
221,piloswine,powder snow,avalanche,11.36,61.61,243,33.38,0.07,16.23504
106,hitmonlee,rock smash,stone edge,11.35,61.55,180,24.73,0.05,12.08651
135,jolteon,volt switch,thunder,11.35,61.55,218,29.95,0.05,14.58863
151,mew,pound,focus blast,11.34,61.5,337,46.29,0.07,22.58788
335,zangoose,shadow claw,close combat,11.33,61.44,155,21.29,0.04,10.4043
89,muk,lick,gunk shot,11.32,61.39,311,42.72,0.07,20.89907
160,feraligatr,water gun,hydro pump,11.32,61.39,272,37.36,0.06,18.29422
181,ampharos,volt switch,zap cannon,11.32,61.39,253,34.75,0.06,17.00311
217,ursaring,metal claw,close combat,11.32,61.39,215,29.53,0.05,14.4435
94,gengar,sucker punch,dark pulse,11.31,61.33,160,21.98,0.04,10.73414
144,articuno,frost breath,ice beam,11.31,61.33,358,49.18,0.08,24.04203
57,primeape,counter,low sweep,11.3,61.28,159,21.84,0.05,10.72095
112,rhydon,rock smash,surf,11.3,61.28,345,47.39,0.07,23.22119
139,omastar,water gun,hydro pump,11.3,61.28,260,35.71,0.06,17.48846
76,golem,mud slap,rock blast,11.28,61.17,296,40.66,0.06,19.92366
310,manectric,snarl,thunder,11.27,61.12,152,20.88,0.05,10.23183
337,lunatone,confusion,rock slide,11.27,61.12,240,32.97,0.07,16.18038
338,solrock,confusion,rock slide,11.27,61.12,240,32.97,0.07,16.18038
123,scyther,fury cutter,aerial ace,11.26,61.06,198,27.2,0.05,13.35218
151,mew,pound,blizzard,11.26,61.06,335,46.02,0.07,22.58788
192,sunflora,razor leaf,petal blizzard,11.26,61.06,185,25.41,0.06,12.51908
142,aerodactyl,bite,hyper beam,11.25,61.01,216,29.67,0.05,14.59429
143,snorlax,zen headbutt,hyper beam,11.25,61.01,475,65.25,0.09,32.1063
181,ampharos,charge beam,thunder,11.25,61.01,252,34.62,0.06,17.00311
70,weepinbell,razor leaf,sludge bomb,11.23,60.9,109,14.97,0.05,7.396098
78,rapidash,ember,fire blast,11.23,60.9,181,24.86,0.05,12.28159
121,starmie,quick attack,hydro pump,11.23,60.9,185,25.41,0.05,12.50212
57,primeape,low kick,cross chop,11.22,60.85,158,21.7,0.05,10.72095
76,golem,mud shot,stone edge,11.21,60.79,294,40.38,0.06,19.92366
230,kingdra,waterfall,blizzard,11.21,60.79,237,32.55,0.06,16.07389
321,wailord,zen headbutt,surf,11.21,60.79,248,34.07,0.07,16.84761
182,bellossom,razor leaf,leaf blade,11.2,60.74,231,31.73,0.07,15.68749
57,primeape,low kick,close combat,11.19,60.68,158,21.7,0.05,10.72095
78,rapidash,fire spin,drill run,11.19,60.68,181,24.86,0.05,12.28159
130,gyarados,bite,dragon pulse,11.19,60.68,299,41.07,0.06,20.28273
130,gyarados,dragon breath,dragon pulse,11.19,60.68,299,41.07,0.06,20.28273
126,magmar,ember,fire blast,11.17,60.57,182,25,0.05,12.4173
126,magmar,karate chop,fire punch,11.17,60.57,182,25,0.05,12.4173
192,sunflora,razor leaf,sludge bomb,11.17,60.57,184,25.27,0.06,12.51908
91,cloyster,ice shard,avalanche,11.15,60.47,265,36.4,0.07,18.10291
126,magmar,ember,fire punch,11.15,60.47,182,25,0.05,12.4173
70,weepinbell,acid,power whip,11.14,60.41,108,14.84,0.05,7.396098
89,muk,infestation,gunk shot,11.13,60.36,306,42.03,0.07,20.89907
64,kadabra,psycho cut,dazzling gleam,11.12,60.3,98,13.46,0.03,6.732636
22,fearow,peck,sky attack,11.11,60.25,148,20.33,0.05,10.11026
181,ampharos,charge beam,zap cannon,11.11,60.25,248,34.07,0.06,17.00311
306,aggron,dragon tail,stone edge,11.11,60.25,348,47.8,0.07,23.80172
85,dodrio,feint attack,aerial ace,11.1,60.2,147,20.19,0.04,10.03958
76,golem,mud slap,stone edge,11.09,60.14,291,39.97,0.06,19.92366
89,muk,acid,sludge wave,11.09,60.14,305,41.9,0.07,20.89907
107,hitmonchan,counter,brick break,11.09,60.14,177,24.31,0.05,12.14023
110,weezing,acid,sludge bomb,11.08,60.09,232,31.87,0.07,15.94572
112,rhydon,mud slap,megahorn,11.08,60.09,338,46.43,0.06,23.22119
151,mew,pound,psychic,11.08,60.09,329,45.19,0.07,22.58788
272,ludicolo,razor leaf,solar beam,11.08,60.09,245,33.65,0.07,16.80803
319,sharpedo,bite,poison fang,11.08,60.09,103,14.15,0.03,7.038922
350,milotic,waterfall,hyper beam,11.08,60.09,359,49.31,0.08,24.60843
122,mr mime,confusion,shadow ball,11.07,60.03,159,21.84,0.05,10.94053
124,jynx,confusion,draining kiss,11.07,60.03,194,26.65,0.05,13.29941
186,politoed,bubble,surf,11.07,60.03,274,37.64,0.07,18.8314
114,tangela,infestation,grass knot,11.05,59.92,216,29.67,0.06,14.86005
114,tangela,infestation,power whip,11.05,59.92,216,29.67,0.06,14.86005
215,sneasel,feint attack,foul play,11.05,59.92,145,19.92,0.05,9.991518
38,ninetales,fire spin,overheat,11.04,59.87,239,32.83,0.07,16.43577
45,vileplume,razor leaf,moonblast,11.04,59.87,206,28.3,0.05,14.21921
125,electabuzz,low kick,thunderbolt,11.04,59.87,184,25.27,0.05,12.68872
85,dodrio,feint attack,brave bird,11.03,59.82,146,20.05,0.04,10.03958
82,magneton,spark,flash cannon,11.02,59.76,153,21.02,0.04,10.5287
297,hariyama,bullet punch,heavy slam,11.02,59.76,264,36.26,0.06,18.21506
106,hitmonlee,rock smash,low sweep,11.01,59.71,175,24.04,0.05,12.08651
130,gyarados,bite,crunch,11,59.65,293,40.25,0.06,20.28273
130,gyarados,dragon breath,crunch,11,59.65,293,40.25,0.06,20.28273
212,scizor,bullet punch,night slash,11,59.65,215,29.53,0.05,14.87607
34,nidoking,poison jab,megahorn,10.99,59.6,205,28.16,0.05,14.18151
215,sneasel,ice shard,avalanche,10.98,59.54,144,19.78,0.05,9.991518
82,magneton,thunder shock,flash cannon,10.97,59.49,152,20.88,0.04,10.5287
249,lugia,extrasensory,hydro pump,10.97,59.49,518,71.15,0.09,35.88823
350,milotic,waterfall,blizzard,10.96,59.44,355,48.76,0.08,24.60843
377,regirock,rock throw,stone edge,10.96,59.44,437,60.03,0.09,30.33644
15,beedrill,bug bite,sludge bomb,10.95,59.38,160,21.98,0.06,11.12807
76,golem,mud slap,earthquake,10.95,59.38,287,39.42,0.06,19.92366
151,mew,pound,solar beam,10.94,59.33,325,44.64,0.07,22.58788
142,aerodactyl,bite,ancient power,10.91,59.16,209,28.71,0.05,14.59429
89,muk,poison jab,sludge wave,10.9,59.11,300,41.21,0.07,20.89907
62,poliwrath,mud shot,dynamic punch,10.89,59.06,263,36.13,0.07,18.37433
70,weepinbell,acid,sludge bomb,10.89,59.06,106,14.56,0.05,7.396098
160,feraligatr,bite,hydro pump,10.89,59.06,262,35.99,0.06,18.29422
232,donphan,tackle,play rough,10.89,59.06,299,41.07,0.06,20.84252
350,milotic,dragon tail,hyper beam,10.89,59.06,352,48.35,0.07,24.60843
93,haunter,lick,shadow punch,10.88,59,88,12.09,0.03,6.174724
34,nidoking,iron tail,earthquake,10.87,58.95,203,27.88,0.05,14.18151
57,primeape,counter,night slash,10.87,58.95,153,21.02,0.05,10.72095
139,omastar,water gun,rock blast,10.87,58.95,250,34.34,0.06,17.48846
26,raichu,volt switch,wild charge,10.86,58.89,161,22.12,0.05,11.30242
122,mr mime,confusion,psychic,10.86,58.89,156,21.43,0.05,10.94053
55,golduck,confusion,hydro pump,10.85,58.84,207,28.43,0.06,14.5123
106,hitmonlee,low kick,stomp,10.85,58.84,172,23.63,0.05,12.08651
260,swampert,water gun,earthquake,10.85,58.84,272,37.36,0.06,19.05852
306,aggron,iron tail,thunder,10.85,58.84,340,46.7,0.07,23.80172
76,golem,mud slap,ancient power,10.84,58.79,284,39.01,0.06,19.92366
338,solrock,rock throw,solar beam,10.83,58.73,230,31.59,0.06,16.18038
215,sneasel,feint attack,ice punch,10.82,58.68,142,19.51,0.05,9.991518
319,sharpedo,waterfall,hydro pump,10.82,58.68,100,13.74,0.03,7.038922
76,golem,mud shot,rock blast,10.8,58.57,283,38.87,0.06,19.92366
198,murkrow,feint attack,foul play,10.8,58.57,91,12.5,0.04,6.377344
99,kingler,metal claw,water pulse,10.79,58.51,189,25.96,0.04,13.32202
93,haunter,lick,dark pulse,10.78,58.46,88,12.09,0.03,6.174724
106,hitmonlee,low kick,stone edge,10.77,58.41,171,23.49,0.04,12.08651
127,pinsir,fury cutter,submission,10.77,58.41,203,27.88,0.05,14.31722
275,shiftry,feint attack,hurricane,10.77,58.41,175,24.04,0.05,12.34097
277,swellow,steel wing,sky attack,10.77,58.41,129,17.72,0.05,9.092451
55,golduck,water gun,hydro pump,10.76,58.35,205,28.16,0.06,14.5123
127,pinsir,rock smash,close combat,10.76,58.35,203,27.88,0.05,14.31722
230,kingdra,water gun,hydro pump,10.76,58.35,227,31.18,0.06,16.07389
34,nidoking,iron tail,sludge wave,10.75,58.3,201,27.61,0.05,14.18151
141,kabutops,rock smash,stone edge,10.75,58.3,194,26.65,0.05,13.70182
112,rhydon,rock smash,earthquake,10.74,58.24,328,45.05,0.06,23.22119
126,magmar,karate chop,fire blast,10.74,58.24,175,24.04,0.05,12.4173
154,meganium,razor leaf,solar beam,10.74,58.24,250,34.34,0.07,17.70992
15,beedrill,infestation,sludge bomb,10.73,58.19,157,21.57,0.06,11.12807
377,regirock,rock throw,focus blast,10.73,58.19,428,58.79,0.09,30.33644
121,starmie,hidden power,hydro pump,10.72,58.13,176,24.18,0.05,12.50212
121,starmie,tackle,hydro pump,10.72,58.13,176,24.18,0.05,12.50212
143,snorlax,lick,body slam,10.72,58.13,453,62.23,0.09,32.1063
310,manectric,charge beam,thunder,10.72,58.13,144,19.78,0.04,10.23183
359,absol,psycho cut,thunder,10.72,58.13,128,17.58,0.04,9.092451
378,regice,frost breath,blizzard,10.72,58.13,428,58.79,0.09,30.33644
151,mew,pound,fire blast,10.71,58.08,318,43.68,0.06,22.58788
230,kingdra,dragon breath,blizzard,10.71,58.08,226,31.04,0.06,16.07389
350,milotic,dragon tail,blizzard,10.71,58.08,347,47.66,0.07,24.60843
80,slowbro,confusion,psychic,10.7,58.03,281,38.6,0.07,19.99435
127,pinsir,fury cutter,close combat,10.7,58.03,201,27.61,0.05,14.31722
151,mew,pound,hurricane,10.7,58.03,318,43.68,0.06,22.58788
199,slowking,confusion,psychic,10.7,58.03,281,38.6,0.07,19.99435
234,stantler,tackle,stomp,10.7,58.03,155,21.29,0.05,11.00745
114,tangela,vine whip,sludge bomb,10.69,57.97,209,28.71,0.06,14.86005
142,aerodactyl,bite,iron head,10.69,57.97,205,28.16,0.05,14.59429
154,meganium,vine whip,solar beam,10.69,57.97,249,34.2,0.07,17.70992
203,girafarig,confusion,psychic,10.69,57.97,150,20.6,0.05,10.66723
15,beedrill,poison jab,sludge bomb,10.68,57.92,156,21.43,0.06,11.12807
169,crobat,bite,shadow ball,10.67,57.86,234,32.14,0.06,16.64688
277,swellow,wing attack,sky attack,10.66,57.81,127,17.45,0.05,9.092451
338,solrock,confusion,solar beam,10.66,57.81,227,31.18,0.06,16.18038
38,ninetales,fire spin,flamethrower,10.65,57.75,230,31.59,0.07,16.43577
107,hitmonchan,counter,ice punch,10.65,57.75,170,23.35,0.05,12.14023
131,lapras,frost breath,surf,10.65,57.75,351,48.21,0.09,25.04759
139,omastar,mud shot,rock slide,10.65,57.75,245,33.65,0.06,17.48846
121,starmie,water gun,psychic,10.64,57.7,175,24.04,0.05,12.50212
367,huntail,water gun,aqua tail,10.64,57.7,170,23.35,0.05,12.15343
40,wigglytuff,pound,play rough,10.63,57.65,207,28.43,0.07,14.8233
160,feraligatr,waterfall,crunch,10.63,57.65,256,35.16,0.06,18.29422
178,xatu,feint attack,futuresight,10.63,57.65,152,20.88,0.05,10.85666
85,dodrio,steel wing,air cutter,10.62,57.59,140,19.23,0.04,10.03958
237,hitmontop,counter,close combat,10.62,57.59,171,23.49,0.06,12.24767
36,clefable,pound,dazzling gleam,10.61,57.54,248,34.07,0.07,17.78343
185,sudowoodo,rock throw,rock slide,10.6,57.48,214,29.4,0.07,15.38404
130,gyarados,waterfall,twister,10.59,57.43,283,38.87,0.05,20.28273
272,ludicolo,bubble,solar beam,10.59,57.43,234,32.14,0.07,16.80803
377,regirock,rock throw,zap cannon,10.59,57.43,423,58.1,0.09,30.33644
22,fearow,steel wing,sky attack,10.58,57.38,141,19.37,0.05,10.11026
127,pinsir,rock smash,submission,10.58,57.38,199,27.34,0.05,14.31722
178,xatu,air slash,aerial ace,10.58,57.38,151,20.74,0.05,10.85666
233,porygon2,hidden power,solar beam,10.58,57.38,238,32.69,0.06,17.08039
323,camerupt,ember,solar beam,10.58,57.38,154,21.15,0.05,11.10263
59,arcanine,snarl,crunch,10.57,57.32,229,31.46,0.05,16.45462
123,scyther,air slash,night slash,10.57,57.32,186,25.55,0.05,13.35218
272,ludicolo,razor leaf,hydro pump,10.57,57.32,234,32.14,0.07,16.80803
141,kabutops,rock smash,ancient power,10.56,57.27,190,26.1,0.05,13.70182
68,machamp,bullet punch,stone edge,10.55,57.21,223,30.63,0.05,16.08896
107,hitmonchan,counter,fire punch,10.55,57.21,168,23.08,0.05,12.14023
107,hitmonchan,rock smash,close combat,10.55,57.21,168,23.08,0.05,12.14023
78,rapidash,ember,drill run,10.54,57.16,170,23.35,0.05,12.28159
110,weezing,infestation,sludge bomb,10.54,57.16,221,30.36,0.06,15.94572
151,mew,pound,moonblast,10.54,57.16,313,42.99,0.06,22.58788
337,lunatone,rock throw,psychic,10.53,57.1,224,30.77,0.06,16.18038
338,solrock,rock throw,psychic,10.53,57.1,224,30.77,0.06,16.18038
342,crawdaunt,waterfall,vice grip,10.53,57.1,155,21.29,0.04,11.21478
106,hitmonlee,low kick,low sweep,10.52,57.05,167,22.94,0.04,12.08651
181,ampharos,volt switch,thunder,10.52,57.05,235,32.28,0.05,17.00311
215,sneasel,ice shard,foul play,10.52,57.05,138,18.96,0.05,9.991518
99,kingler,mud shot,x scissor,10.51,57,184,25.27,0.04,13.32202
62,poliwrath,rock smash,hydro pump,10.5,56.94,254,34.89,0.07,18.37433
31,nidoqueen,poison jab,earthquake,10.49,56.89,237,32.55,0.06,17.18594
151,mew,pound,thunder,10.49,56.89,312,42.86,0.06,22.58788
182,bellossom,acid,leaf blade,10.49,56.89,216,29.67,0.06,15.68749
232,donphan,tackle,heavy slam,10.49,56.89,288,39.56,0.06,20.84252
362,glalie,frost breath,avalanche,10.49,56.89,199,27.34,0.06,14.43031
45,vileplume,acid,moonblast,10.48,56.83,196,26.92,0.05,14.21921
91,cloyster,frost breath,blizzard,10.48,56.83,250,34.34,0.06,18.10291
335,zangoose,shadow claw,night slash,10.48,56.83,143,19.64,0.04,10.4043
89,muk,poison jab,dark pulse,10.47,56.78,288,39.56,0.07,20.89907
131,lapras,frost breath,blizzard,10.47,56.78,345,47.39,0.08,25.04759
192,sunflora,bullet seed,solar beam,10.47,56.78,172,23.63,0.05,12.51908
62,poliwrath,bubble,hydro pump,10.46,56.72,253,34.75,0.07,18.37433
321,wailord,water gun,blizzard,10.46,56.72,232,31.87,0.06,16.84761
358,chimecho,extrasensory,shadow ball,10.46,56.72,200,27.47,0.06,14.52832
117,seadra,water gun,hydro pump,10.45,56.67,157,21.57,0.05,11.45227
143,snorlax,zen headbutt,body slam,10.45,56.67,441,60.58,0.08,32.1063
291,ninjask,metal claw,shadow ball,10.45,56.67,113,15.52,0.04,8.202808
354,banette,hex,dazzling gleam,10.45,56.67,130,17.86,0.04,9.434549
40,wigglytuff,pound,hyper beam,10.44,56.62,204,28.02,0.07,14.8233
59,arcanine,bite,crunch,10.44,56.62,226,31.04,0.05,16.45462
131,lapras,water gun,surf,10.44,56.62,344,47.25,0.08,25.04759
131,lapras,ice shard,surf,10.44,56.62,344,47.25,0.08,25.04759
245,suicune,extrasensory,hydro pump,10.44,56.62,345,47.39,0.08,25.10885
245,suicune,snarl,hydro pump,10.44,56.62,345,47.39,0.08,25.10885
251,celebi,charge beam,hyper beam,10.44,56.62,310,42.58,0.06,22.58788
249,lugia,dragon tail,hydro pump,10.43,56.56,492,67.58,0.09,35.88823
31,nidoqueen,poison jab,sludge wave,10.41,56.45,235,32.28,0.06,17.18594
40,wigglytuff,pound,dazzling gleam,10.41,56.45,203,27.88,0.07,14.8233
123,scyther,steel wing,night slash,10.41,56.45,183,25.14,0.05,13.35218
82,magneton,charge beam,flash cannon,10.4,56.4,144,19.78,0.04,10.5287
99,kingler,mud shot,water pulse,10.4,56.4,182,25,0.04,13.32202
289,slaking,yawn,hyper beam,10.39,56.34,364,50,0.05,26.64169
64,kadabra,psycho cut,psybeam,10.38,56.29,92,12.64,0.03,6.732636
125,electabuzz,thunder shock,thunder punch,10.38,56.29,173,23.76,0.05,12.68872
181,ampharos,volt switch,focus blast,10.38,56.29,232,31.87,0.05,17.00311
215,sneasel,ice shard,ice punch,10.38,56.29,136,18.68,0.05,9.991518
315,roselia,razor leaf,dazzling gleam,10.38,56.29,119,16.35,0.04,8.70229
78,rapidash,low kick,fire blast,10.37,56.24,168,23.08,0.05,12.28159
134,vaporeon,water gun,water pulse,10.37,56.24,336,46.15,0.07,24.66026
160,feraligatr,water gun,ice beam,10.37,56.24,250,34.34,0.06,18.29422
224,octillery,water gun,gunk shot,10.37,56.24,163,22.39,0.05,11.97814
76,golem,mud shot,ancient power,10.35,56.13,271,37.23,0.06,19.92366
91,cloyster,frost breath,hydro pump,10.35,56.13,246,33.79,0.06,18.10291
107,hitmonchan,counter,thunder punch,10.35,56.13,165,22.66,0.05,12.14023
124,jynx,frost breath,draining kiss,10.35,56.13,181,24.86,0.05,13.29941
151,mew,pound,earthquake,10.35,56.13,307,42.17,0.06,22.58788
323,camerupt,ember,earthquake,10.35,56.13,151,20.74,0.05,11.10263
198,murkrow,peck,foul play,10.33,56.02,87,11.95,0.04,6.377344
203,girafarig,confusion,thunderbolt,10.33,56.02,145,19.92,0.05,10.66723
337,lunatone,confusion,psychic,10.33,56.02,220,30.22,0.06,16.18038
338,solrock,confusion,psychic,10.33,56.02,220,30.22,0.06,16.18038
358,chimecho,extrasensory,psyshock,10.33,56.02,197,27.06,0.06,14.52832
359,absol,psycho cut,megahorn,10.33,56.02,124,17.03,0.03,9.092451
367,huntail,bite,aqua tail,10.33,56.02,165,22.66,0.05,12.15343
139,omastar,water gun,ancient power,10.32,55.97,237,32.55,0.06,17.48846
212,scizor,fury cutter,night slash,10.32,55.97,202,27.75,0.05,14.87607
277,swellow,steel wing,brave bird,10.31,55.91,123,16.9,0.04,9.092451
315,roselia,poison jab,dazzling gleam,10.31,55.91,118,16.21,0.04,8.70229
122,mr mime,zen headbutt,shadow ball,10.3,55.86,148,20.33,0.05,10.94053
131,lapras,frost breath,hydro pump,10.3,55.86,339,46.57,0.08,25.04759
151,mew,pound,dragon pulse,10.3,55.86,306,42.03,0.06,22.58788
141,kabutops,fury cutter,stone edge,10.29,55.8,185,25.41,0.05,13.70182
234,stantler,tackle,wild charge,10.29,55.8,149,20.47,0.05,11.00745
101,electrode,spark,thunderbolt,10.28,55.75,165,22.66,0.05,12.18641
